id,backup_timepoint_id,email_subject,email_sender,email_recipient,email_date,email_size,email_status,mailbox_name,is_important
41,1,销售数据,user2@company.com,info@company.com,2026-03-20 18:01:00,749,Exists,hr,FALSE
42,1,销售数据,partner@partner.com,support@company.com,2026-03-20 17:49:00,82,Exists,support,FALSE
43,1,备份通知,user3@company.com,manager@company.com,2026-03-20 12:44:00,1271,Exists,sales,FALSE
44,1,技术问题报告,service@service.com,admin@company.com,2026-03-20 13:19:00,1200,Exists,sales,FALSE
45,1,系统通知,user1@company.com,team@company.com,2026-03-20 18:09:00,677,Exists,support,FALSE
46,1,备份通知,partner@partner.com,manager@company.com,2026-03-20 11:24:00,609,Exists,support,FALSE
47,1,系统通知,client@client.com,team@company.com,2026-03-20 11:12:00,1971,Exists,marketing,FALSE
48,1,备份通知,user2@company.com,team@company.com,2026-03-20 13:18:00,296,Exists,marketing,FALSE
49,1,培训资料,user1@company.com,admin@company.com,2026-03-20 10:03:00,1353,Exists,finance,FALSE
50,1,月度总结,user3@company.com,admin@company.com,2026-03-20 10:56:00,1308,Exists,engineering,FALSE
51,2,xx客户商务订单合同邮件,customer@xxcompany.com,sales@company.com,2026-03-21 09:00:00,362,Exists,sales,FALSE
52,2,技术问题报告,user2@company.com,support@company.com,2026-03-21 15:52:00,1282,Exists,support,FALSE
53,2,合同审批,user1@company.com,manager@company.com,2026-03-21 12:13:00,1224,Exists,support,FALSE
54,2,产品发布,user1@company.com,manager@company.com,2026-03-21 11:00:00,422,Exists,marketing,FALSE
55,2,培训资料,user2@company.com,manager@company.com,2026-03-21 08:15:00,1348,Exists,hr,FALSE
56,2,培训资料,client@client.com,admin@company.com,2026-03-21 08:38:00,1270,Exists,finance,FALSE
57,2,培训资料,user1@company.com,info@company.com,2026-03-21 14:48:00,1001,Exists,finance,FALSE
58,2,财务报表,user1@company.com,admin@company.com,2026-03-21 08:39:00,1310,Exists,hr,FALSE
59,2,合同审批,user2@company.com,team@company.com,2026-03-21 11:19:00,635,Exists,finance,FALSE
60,2,市场分析,partner@partner.com,info@company.com,2026-03-21 18:17:00,1271,Exists,sales,FALSE
61,2,客户反馈,user1@company.com,support@company.com,2026-03-21 08:08:00,709,Exists,support,FALSE
62,2,培训资料,service@service.com,support@company.com,2026-03-21 16:08:00,1797,Exists,marketing,FALSE
63,2,技术问题报告,service@service.com,admin@company.com,2026-03-21 14:28:00,657,Exists,finance,FALSE
64,2,合同审批,service@service.com,info@company.com,2026-03-21 13:24:00,1380,Exists,sales,FALSE
65,2,安全提醒,user3@company.com,support@company.com,2026-03-21 14:22:00,1517,Exists,sales,FALSE
66,2,客户反馈,service@service.com,support@company.com,2026-03-21 14:31:00,517,Exists,hr,FALSE
67,2,产品发布,user1@company.com,team@company.com,2026-03-21 17:26:00,157,Exists,finance,FALSE
68,2,人力资源通知,user2@company.com,support@company.com,2026-03-21 16:33:00,1213,Exists,hr,FALSE
69,2,市场分析,partner@partner.com,team@company.com,2026-03-21 15:34:00,1168,Exists,finance,FALSE
70,2,合同审批,service@service.com,admin@company.com,2026-03-21 08:11:00,1508,Exists,engineering,FALSE
71,2,培训资料,user2@company.com,manager@company.com,2026-03-21 09:18:00,1381,Exists,support,FALSE
72,2,系统通知,client@client.com,team@company.com,2026-03-21 18:02:00,1486,Exists,engineering,FALSE
73,2,项目进度更新,user3@company.com,support@company.com,2026-03-21 15:58:00,1163,Exists,marketing,FALSE
74,2,销售数据,user1@company.com,support@company.com,2026-03-21 16:27:00,1382,Exists,hr,FALSE
75,2,财务报表,service@service.com,info@company.com,2026-03-21 15:53:00,1221,Exists,sales,FALSE
76,2,市场分析,service@service.com,support@company.com,2026-03-21 10:41:00,1205,Exists,support,FALSE
77,2,培训资料,user1@company.com,admin@company.com,2026-03-21 15:34:00,1477,Exists,engineering,FALSE
78,2,系统通知,service@service.com,team@company.com,2026-03-21 13:15:00,1781,Exists,support,FALSE
79,2,合同审批,user1@company.com,support@company.com,2026-03-21 17:22:00,882,Exists,hr,FALSE
80,2,系统通知,client@client.com,manager@company.com,2026-03-21 09:06:00,798,Exists,finance,FALSE
81,2,技术问题报告,partner@partner.com,info@company.com,2026-03-21 15:17:00,1553,Exists,finance,FALSE
82,2,备份通知,user1@company.com,support@company.com,2026-03-21 13:07:00,1676,Exists,finance,FALSE
83,2,合同审批,client@client.com,support@company.com,2026-03-21 11:12:00,1352,Exists,hr,FALSE
84,2,备份通知,partner@partner.com,support@company.com,2026-03-21 12:43:00,1671,Exists,finance,FALSE
85,2,备份通知,partner@partner.com,team@company.com,2026-03-21 09:16:00,1576,Exists,finance,FALSE
86,2,备份通知,user2@company.com,team@company.com,2026-03-21 15:45:00,677,Exists,finance,FALSE
87,2,人力资源通知,user1@company.com,manager@company.com,2026-03-21 12:58:00,578,Exists,hr,FALSE
88,2,技术问题报告,user2@company.com,info@company.com,2026-03-21 18:26:00,1125,Exists,hr,FALSE
89,2,备份通知,service@service.com,admin@company.com,2026-03-21 18:42:00,200,Exists,marketing,FALSE
90,2,销售数据,partner@partner.com,manager@company.com,2026-03-21 18:12:00,1372,Exists,engineering,FALSE
91,2,系统通知,user1@company.com,admin@company.com,2026-03-21 08:24:00,308,Exists,support,FALSE
92,2,技术问题报告,user1@company.com,team@company.com,2026-03-21 10:22:00,904,Exists,finance,FALSE
93,2,备份通知,service@service.com,manager@company.com,2026-03-21 18:09:00,1606,Exists,hr,FALSE
94,2,销售数据,user1@company.com,support@company.com,2026-03-21 11:48:00,1704,Exists,hr,FALSE
95,2,销售数据,client@client.com,support@company.com,2026-03-21 17:41:00,772,Exists,support,FALSE
96,2,培训资料,user1@company.com,info@company.com,2026-03-21 14:43:00,1665,Exists,sales,FALSE
97,2,财务报表,user1@company.com,support@company.com,2026-03-21 08:28:00,1205,Exists,sales,FALSE
98,2,人力资源通知,service@service.com,team@company.com,2026-03-21 15:31:00,662,Exists,engineering,FALSE
99,2,会议安排,client@client.com,team@company.com,2026-03-21 09:42:00,1813,Exists,sales,FALSE
100,2,培训资料,user3@company.com,team@company.com,2026-03-21 11:36:00,307,Exists,marketing,FALSE
101,3,xx客户商务订单合同邮件,customer@xxcompany.com,sales@company.com,2026-03-22 09:00:00,358,Exists,sales,FALSE
102,3,技术问题报告,user3@company.com,manager@company.com,2026-03-22 11:19:00,1598,Exists,engineering,FALSE
103,3,备份通知,user1@company.com,support@company.com,2026-03-22 14:47:00,1810,Exists,finance,FALSE
104,3,备份通知,client@client.com,manager@company.com,2026-03-22 08:13:00,498,Exists,hr,FALSE
105,3,市场分析,user3@company.com,team@company.com,2026-03-22 10:36:00,752,Exists,engineering,FALSE
106,3,IT维护通知,user1@company.com,manager@company.com,2026-03-22 15:21:00,771,Exists,support,FALSE
107,3,安全提醒,user3@company.com,admin@company.com,2026-03-22 15:27:00,1597,Exists,support,FALSE
108,3,备份通知,partner@partner.com,info@company.com,2026-03-22 11:22:00,618,Exists,support,FALSE
109,3,合同审批,service@service.com,support@company.com,2026-03-22 18:53:00,1761,Exists,support,FALSE
110,3,合同审批,user1@company.com,info@company.com,2026-03-22 16:35:00,1850,Exists,marketing,FALSE
111,3,安全提醒,service@service.com,support@company.com,2026-03-22 18:50:00,1866,Exists,engineering,FALSE
112,3,项目进度更新,partner@partner.com,manager@company.com,2026-03-22 18:26:00,1748,Exists,hr,FALSE
113,3,客户反馈,partner@partner.com,support@company.com,2026-03-22 13:18:00,1209,Exists,engineering,FALSE
114,3,销售数据,user1@company.com,manager@company.com,2026-03-22 15:21:00,1850,Exists,hr,FALSE
115,3,人力资源通知,user1@company.com,admin@company.com,2026-03-22 15:46:00,348,Exists,finance,FALSE
116,3,安全提醒,user3@company.com,support@company.com,2026-03-22 13:24:00,1685,Exists,marketing,FALSE
117,3,IT维护通知,service@service.com,info@company.com,2026-03-22 16:00:00,336,Exists,marketing,FALSE
118,3,会议安排,partner@partner.com,admin@company.com,2026-03-22 13:36:00,1102,Exists,finance,FALSE
119,3,技术问题报告,service@service.com,support@company.com,2026-03-22 09:00:00,314,Exists,finance,FALSE
120,3,财务报表,user2@company.com,manager@company.com,2026-03-22 18:11:00,197,Exists,sales,FALSE
121,3,培训资料,user1@company.com,admin@company.com,2026-03-22 17:34:00,773,Exists,support,FALSE
122,3,技术问题报告,service@service.com,manager@company.com,2026-03-22 08:59:00,262,Exists,hr,FALSE
123,3,会议安排,user2@company.com,support@company.com,2026-03-22 12:31:00,674,Exists,engineering,FALSE
124,3,财务报表,user3@company.com,admin@company.com,2026-03-22 18:56:00,1854,Exists,sales,FALSE
125,3,项目进度更新,user2@company.com,info@company.com,2026-03-22 18:35:00,159,Exists,finance,FALSE
126,3,市场分析,user1@company.com,team@company.com,2026-03-22 10:08:00,188,Exists,engineering,FALSE
127,3,合同审批,user2@company.com,team@company.com,2026-03-22 17:13:00,131,Exists,sales,FALSE
128,3,培训资料,user1@company.com,admin@company.com,2026-03-22 08:44:00,73,Exists,sales,FALSE
129,3,销售数据,client@client.com,manager@company.com,2026-03-22 11:08:00,592,Exists,sales,FALSE
130,3,客户反馈,partner@partner.com,admin@company.com,2026-03-22 12:38:00,1622,Exists,marketing,FALSE
131,3,项目进度更新,user2@company.com,team@company.com,2026-03-22 14:48:00,1347,Exists,marketing,FALSE
132,3,系统通知,service@service.com,info@company.com,2026-03-22 12:32:00,904,Exists,finance,FALSE
133,3,备份通知,service@service.com,support@company.com,2026-03-22 14:33:00,1157,Exists,marketing,FALSE
134,3,月度总结,service@service.com,info@company.com,2026-03-22 16:14:00,54,Exists,support,FALSE
135,3,项目进度更新,user3@company.com,team@company.com,2026-03-22 09:42:00,948,Exists,hr,FALSE
136,3,备份通知,client@client.com,info@company.com,2026-03-22 18:47:00,625,Exists,marketing,FALSE
137,3,销售数据,service@service.com,support@company.com,2026-03-22 13:25:00,1920,Exists,hr,FALSE
138,3,月度总结,user3@company.com,manager@company.com,2026-03-22 11:10:00,1314,Exists,marketing,FALSE
139,3,财务报表,user3@company.com,manager@company.com,2026-03-22 11:01:00,1733,Exists,finance,FALSE
140,3,项目进度更新,user1@company.com,info@company.com,2026-03-22 10:10:00,985,Exists,hr,FALSE
141,3,技术问题报告,user2@company.com,team@company.com,2026-03-22 14:31:00,625,Exists,marketing,FALSE
142,3,人力资源通知,user1@company.com,support@company.com,2026-03-22 13:55:00,1284,Exists,sales,FALSE
143,3,培训资料,client@client.com,info@company.com,2026-03-22 17:12:00,137,Exists,hr,FALSE
144,3,备份通知,service@service.com,support@company.com,2026-03-22 15:45:00,410,Exists,engineering,FALSE
145,3,市场分析,user2@company.com,manager@company.com,2026-03-22 10:38:00,1188,Exists,sales,FALSE
146,3,销售数据,user3@company.com,info@company.com,2026-03-22 14:37:00,200,Exists,finance,FALSE
147,3,人力资源通知,user2@company.com,team@company.com,2026-03-22 15:32:00,1056,Exists,finance,FALSE
148,3,备份通知,partner@partner.com,info@company.com,2026-03-22 14:11:00,866,Exists,support,FALSE
149,3,市场分析,user2@company.com,support@company.com,2026-03-22 18:47:00,769,Exists,support,FALSE
150,3,客户反馈,user2@company.com,support@company.com,2026-03-22 12:39:00,536,Exists,sales,FALSE
151,4,xx客户商务订单合同邮件,customer@xxcompany.com,sales@company.com,2026-03-23 09:00:00,472,Exists,sales,FALSE
152,4,市场分析,user3@company.com,admin@company.com,2026-03-23 14:04:00,1086,Exists,marketing,FALSE
153,4,培训资料,service@service.com,manager@company.com,2026-03-23 14:58:00,123,Exists,engineering,FALSE
154,4,项目进度更新,service@service.com,support@company.com,2026-03-23 15:40:00,191,Exists,engineering,FALSE
155,4,销售数据,user2@company.com,admin@company.com,2026-03-23 10:46:00,931,Exists,support,FALSE
156,4,安全提醒,user1@company.com,info@company.com,2026-03-23 10:27:00,1302,Exists,marketing,FALSE
157,4,技术问题报告,partner@partner.com,admin@company.com,2026-03-23 17:30:00,332,Exists,finance,FALSE
158,4,财务报表,user3@company.com,support@company.com,2026-03-23 15:00:00,691,Exists,hr,FALSE
159,4,备份通知,user1@company.com,support@company.com,2026-03-23 09:42:00,1251,Exists,sales,FALSE
160,4,技术问题报告,user3@company.com,info@company.com,2026-03-23 17:18:00,214,Exists,marketing,FALSE
161,4,客户反馈,client@client.com,info@company.com,2026-03-23 16:52:00,1074,Exists,engineering,FALSE
162,4,技术问题报告,user2@company.com,manager@company.com,2026-03-23 08:56:00,1896,Exists,hr,FALSE
163,4,市场分析,user2@company.com,admin@company.com,2026-03-23 08:43:00,1453,Exists,support,FALSE
164,4,客户反馈,user1@company.com,info@company.com,2026-03-23 10:12:00,1214,Exists,marketing,FALSE
165,4,项目进度更新,user3@company.com,manager@company.com,2026-03-23 17:39:00,1470,Exists,finance,FALSE
166,4,人力资源通知,user1@company.com,support@company.com,2026-03-23 08:03:00,1368,Exists,marketing,FALSE
167,4,备份通知,user2@company.com,manager@company.com,2026-03-23 17:21:00,373,Exists,finance,FALSE
168,4,市场分析,service@service.com,manager@company.com,2026-03-23 13:15:00,1887,Exists,hr,FALSE
169,4,技术问题报告,service@service.com,support@company.com,2026-03-23 17:35:00,1298,Exists,engineering,FALSE
170,4,产品发布,service@service.com,team@company.com,2026-03-23 18:31:00,213,Exists,support,FALSE
171,4,销售数据,service@service.com,admin@company.com,2026-03-23 10:25:00,1242,Exists,marketing,FALSE
172,4,会议安排,client@client.com,admin@company.com,2026-03-23 12:29:00,1775,Exists,engineering,FALSE
173,4,客户反馈,service@service.com,team@company.com,2026-03-23 12:08:00,1698,Exists,finance,FALSE
174,4,安全提醒,service@service.com,manager@company.com,2026-03-23 17:47:00,772,Exists,finance,FALSE
175,4,项目进度更新,partner@partner.com,info@company.com,2026-03-23 18:42:00,302,Exists,support,FALSE
176,4,产品发布,partner@partner.com,info@company.com,2026-03-23 13:56:00,1602,Exists,engineering,FALSE
177,4,客户反馈,client@client.com,info@company.com,2026-03-23 13:15:00,1516,Exists,engineering,FALSE
178,4,安全提醒,client@client.com,manager@company.com,2026-03-23 18:23:00,122,Exists,finance,FALSE
179,4,技术问题报告,user3@company.com,info@company.com,2026-03-23 16:55:00,1834,Exists,marketing,FALSE
180,4,人力资源通知,user1@company.com,info@company.com,2026-03-23 12:36:00,1983,Exists,engineering,FALSE
181,4,客户反馈,user1@company.com,admin@company.com,2026-03-23 09:42:00,1686,Exists,support,FALSE
182,4,系统通知,user3@company.com,team@company.com,2026-03-23 13:18:00,493,Exists,support,FALSE
183,4,项目进度更新,partner@partner.com,team@company.com,2026-03-23 10:48:00,1869,Exists,engineering,FALSE
184,4,销售数据,client@client.com,team@company.com,2026-03-23 08:40:00,81,Exists,marketing,FALSE
185,4,月度总结,user2@company.com,info@company.com,2026-03-23 12:27:00,598,Exists,hr,FALSE
186,4,销售数据,client@client.com,manager@company.com,2026-03-23 08:44:00,497,Exists,hr,FALSE
187,4,客户反馈,client@client.com,team@company.com,2026-03-23 15:53:00,1624,Exists,sales,FALSE
188,4,IT维护通知,user1@company.com,admin@company.com,2026-03-23 08:11:00,461,Exists,support,FALSE
189,4,月度总结,user1@company.com,info@company.com,2026-03-23 17:46:00,1640,Exists,marketing,FALSE
190,4,培训资料,user3@company.com,team@company.com,2026-03-23 16:32:00,1259,Exists,hr,FALSE
191,4,销售数据,user3@company.com,team@company.com,2026-03-23 10:23:00,697,Exists,finance,FALSE
192,4,市场分析,user2@company.com,admin@company.com,2026-03-23 17:37:00,1432,Exists,finance,FALSE
193,4,人力资源通知,service@service.com,manager@company.com,2026-03-23 18:26:00,240,Exists,marketing,FALSE
194,4,IT维护通知,user2@company.com,team@company.com,2026-03-23 11:17:00,271,Exists,hr,FALSE
195,4,人力资源通知,user1@company.com,admin@company.com,2026-03-23 18:42:00,1577,Exists,engineering,FALSE
196,4,销售数据,user3@company.com,manager@company.com,2026-03-23 11:54:00,480,Exists,support,FALSE
197,4,技术问题报告,user3@company.com,team@company.com,2026-03-23 12:21:00,1045,Exists,hr,FALSE
198,4,技术问题报告,service@service.com,admin@company.com,2026-03-23 13:53:00,1170,Exists,support,FALSE
199,4,培训资料,user3@company.com,support@company.com,2026-03-23 10:09:00,261,Exists,support,FALSE
200,4,客户反馈,user1@company.com,support@company.com,2026-03-23 18:06:00,1482,Exists,sales,FALSE
201,5,xx客户商务订单合同邮件,customer@xxcompany.com,sales@company.com,2026-03-24 09:00:00,356,Exists,sales,FALSE
202,5,销售数据,partner@partner.com,team@company.com,2026-03-24 11:16:00,1004,Exists,sales,FALSE
203,5,销售数据,user2@company.com,team@company.com,2026-03-24 14:25:00,627,Exists,support,FALSE
204,5,合同审批,service@service.com,team@company.com,2026-03-24 14:59:00,1677,Exists,finance,FALSE
205,5,备份通知,client@client.com,support@company.com,2026-03-24 14:49:00,294,Exists,finance,FALSE
206,5,项目进度更新,service@service.com,info@company.com,2026-03-24 17:34:00,715,Exists,support,FALSE
207,5,合同审批,service@service.com,manager@company.com,2026-03-24 13:20:00,1176,Exists,finance,FALSE
208,5,培训资料,client@client.com,manager@company.com,2026-03-24 18:38:00,399,Exists,support,FALSE
209,5,项目进度更新,partner@partner.com,manager@company.com,2026-03-24 08:23:00,50,Exists,marketing,FALSE
210,5,IT维护通知,user3@company.com,manager@company.com,2026-03-24 17:09:00,1259,Exists,hr,FALSE
211,5,月度总结,user3@company.com,info@company.com,2026-03-24 10:22:00,1917,Exists,marketing,FALSE
212,5,备份通知,user3@company.com,admin@company.com,2026-03-24 12:13:00,580,Exists,sales,FALSE
213,5,备份通知,user2@company.com,team@company.com,2026-03-24 10:23:00,416,Exists,engineering,FALSE
214,5,人力资源通知,user2@company.com,support@company.com,2026-03-24 18:13:00,824,Exists,hr,FALSE
215,5,安全提醒,user3@company.com,support@company.com,2026-03-24 15:39:00,1553,Exists,engineering,FALSE
216,5,销售数据,partner@partner.com,info@company.com,2026-03-24 12:29:00,1769,Exists,hr,FALSE
217,5,项目进度更新,service@service.com,admin@company.com,2026-03-24 10:14:00,86,Exists,engineering,FALSE
218,5,培训资料,partner@partner.com,manager@company.com,2026-03-24 08:39:00,628,Exists,engineering,FALSE
219,5,系统通知,client@client.com,support@company.com,2026-03-24 13:20:00,1026,Exists,finance,FALSE
220,5,项目进度更新,client@client.com,admin@company.com,2026-03-24 17:53:00,1839,Exists,support,FALSE
221,5,技术问题报告,user2@company.com,admin@company.com,2026-03-24 13:35:00,1826,Exists,sales,FALSE
222,5,项目进度更新,user2@company.com,admin@company.com,2026-03-24 08:31:00,607,Exists,marketing,FALSE
223,5,技术问题报告,user3@company.com,admin@company.com,2026-03-24 18:28:00,1011,Exists,hr,FALSE
224,5,销售数据,partner@partner.com,team@company.com,2026-03-24 17:20:00,1524,Exists,support,FALSE
225,5,产品发布,service@service.com,admin@company.com,2026-03-24 17:09:00,1624,Exists,support,FALSE
226,5,会议安排,partner@partner.com,admin@company.com,2026-03-24 10:27:00,407,Exists,engineering,FALSE
227,5,安全提醒,partner@partner.com,manager@company.com,2026-03-24 14:07:00,1016,Exists,engineering,FALSE
228,5,月度总结,client@client.com,info@company.com,2026-03-24 12:19:00,931,Exists,sales,FALSE
229,5,人力资源通知,partner@partner.com,team@company.com,2026-03-24 15:36:00,165,Exists,finance,FALSE
230,5,合同审批,service@service.com,team@company.com,2026-03-24 08:30:00,568,Exists,support,FALSE
231,5,技术问题报告,user1@company.com,manager@company.com,2026-03-24 10:03:00,919,Exists,marketing,FALSE
232,5,安全提醒,user2@company.com,admin@company.com,2026-03-24 13:02:00,407,Exists,finance,FALSE
233,5,技术问题报告,user2@company.com,admin@company.com,2026-03-24 12:25:00,1044,Exists,finance,FALSE
234,5,技术问题报告,client@client.com,info@company.com,2026-03-24 15:54:00,256,Exists,support,FALSE
235,5,项目进度更新,client@client.com,info@company.com,2026-03-24 18:52:00,164,Exists,marketing,FALSE
236,5,安全提醒,client@client.com,manager@company.com,2026-03-24 09:13:00,341,Exists,marketing,FALSE
237,5,IT维护通知,partner@partner.com,manager@company.com,2026-03-24 08:17:00,1106,Exists,hr,FALSE
238,5,会议安排,user1@company.com,admin@company.com,2026-03-24 10:17:00,868,Exists,support,FALSE
239,5,市场分析,user3@company.com,info@company.com,2026-03-24 08:02:00,1741,Exists,sales,FALSE
240,5,安全提醒,partner@partner.com,manager@company.com,2026-03-24 12:14:00,1255,Exists,sales,FALSE
241,5,客户反馈,service@service.com,info@company.com,2026-03-24 12:01:00,1839,Exists,marketing,FALSE
242,5,备份通知,user1@company.com,team@company.com,2026-03-24 18:48:00,690,Exists,marketing,FALSE
243,5,人力资源通知,user1@company.com,manager@company.com,2026-03-24 11:42:00,953,Exists,finance,FALSE
244,5,安全提醒,user2@company.com,manager@company.com,2026-03-24 11:36:00,333,Exists,sales,FALSE
245,5,会议安排,user3@company.com,manager@company.com,2026-03-24 12:09:00,226,Exists,finance,FALSE
246,5,市场分析,client@client.com,team@company.com,2026-03-24 13:06:00,1337,Exists,sales,FALSE
247,5,会议安排,user3@company.com,team@company.com,2026-03-24 14:30:00,1322,Exists,engineering,FALSE
248,5,系统通知,client@client.com,info@company.com,2026-03-24 17:56:00,651,Exists,support,FALSE
249,5,产品发布,user1@company.com,manager@company.com,2026-03-24 15:17:00,1656,Exists,engineering,FALSE
250,5,安全提醒,client@client.com,support@company.com,2026-03-24 18:04:00,67,Exists,support,FALSE
251,6,IT维护通知,user1@company.com,manager@company.com,2026-03-25 14:37:00,806,Exists,support,FALSE
252,6,项目进度更新,user2@company.com,manager@company.com,2026-03-25 17:17:00,77,Exists,sales,FALSE
253,6,系统通知,client@client.com,support@company.com,2026-03-25 14:42:00,1193,Exists,engineering,FALSE
254,6,会议安排,user3@company.com,team@company.com,2026-03-25 18:17:00,844,Exists,marketing,FALSE
255,6,合同审批,user1@company.com,info@company.com,2026-03-25 17:38:00,1739,Exists,finance,FALSE
256,6,培训资料,partner@partner.com,support@company.com,2026-03-25 16:47:00,315,Exists,hr,FALSE
257,6,客户反馈,user2@company.com,manager@company.com,2026-03-25 13:39:00,599,Exists,finance,FALSE
258,6,备份通知,service@service.com,manager@company.com,2026-03-25 12:26:00,327,Exists,sales,FALSE
259,6,市场分析,client@client.com,support@company.com,2026-03-25 15:01:00,1586,Exists,marketing,FALSE
260,6,合同审批,partner@partner.com,support@company.com,2026-03-25 13:58:00,1678,Exists,support,FALSE
261,6,财务报表,user2@company.com,admin@company.com,2026-03-25 16:03:00,1596,Exists,engineering,FALSE
262,6,培训资料,client@client.com,admin@company.com,2026-03-25 08:59:00,825,Exists,marketing,FALSE
263,6,财务报表,partner@partner.com,manager@company.com,2026-03-25 14:38:00,1415,Exists,support,FALSE
264,6,月度总结,client@client.com,manager@company.com,2026-03-25 09:34:00,156,Exists,hr,FALSE
265,6,人力资源通知,partner@partner.com,info@company.com,2026-03-25 12:20:00,1872,Exists,support,FALSE
266,6,培训资料,user2@company.com,admin@company.com,2026-03-25 13:07:00,1117,Exists,hr,FALSE
267,6,安全提醒,partner@partner.com,support@company.com,2026-03-25 10:57:00,446,Exists,finance,FALSE
268,6,产品发布,user1@company.com,manager@company.com,2026-03-25 17:03:00,962,Exists,marketing,FALSE
269,6,月度总结,partner@partner.com,admin@company.com,2026-03-25 13:59:00,709,Exists,hr,FALSE
270,6,客户反馈,user1@company.com,team@company.com,2026-03-25 12:54:00,635,Exists,marketing,FALSE
271,6,销售数据,user3@company.com,manager@company.com,2026-03-25 14:23:00,1580,Exists,finance,FALSE
272,6,客户反馈,service@service.com,team@company.com,2026-03-25 10:16:00,382,Exists,engineering,FALSE
273,6,客户反馈,service@service.com,support@company.com,2026-03-25 11:06:00,1710,Exists,engineering,FALSE
